state,startdate,enddate,pollster,grade,samplesize,population,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump,samplesizeadj
North Carolina,2016-10-26,2016-10-27,Emerson College,B,650.0,lv,48.0,45.0,48.1259,44.11272,650.0
U.S.,2016-10-21,2016-10-24,Greenberg Quinlan Rosner (Democracy Corps),B-,900.0,lv,50.0,38.0,49.0201,40.49033,900.0
Colorado,2016-10-29,2016-10-31,University of Denver,,550.0,lv,39.0,39.0,40.56562,40.02536,550.0
Indiana,2016-10-27,2016-10-30,Monmouth University,A+,402.0,lv,39.0,50.0,38.05541,50.24563,402.0
Idaho,2016-11-01,2016-11-07,SurveyMonkey,C-,612.0,lv,29.0,47.0,27.60083,46.33158,612.0
Wisconsin,2016-10-31,2016-11-01,Loras College,B-,500.0,lv,43.9,37.9,44.61546,39.23007,500.0
Utah,2016-11-01,2016-11-03,Y2 Analytics,C+,500.0,lv,24.0,33.0,25.34813,35.57386,500.0
U.S.,2016-10-22,2016-10-26,Saint Leo University,C+,1050.0,lv,46.05,34.95,44.76924,39.18106,1050.0
Florida,2016-10-22,2016-10-26,Saint Leo University,C+,1028.0,lv,50.4,36.95,49.11743,41.16291,1028.0
Missouri,2016-10-27,2016-11-01,DFM Research,B-,508.0,lv,38.0,47.0,37.80919,48.67888,508.0
Kentucky,2016-10-26,2016-10-28,Google Consumer Surveys,B,1004.0,a,24.8,38.2,31.38287,48.1466,1004.0
Florida,2016-10-25,2016-10-30,TargetSmart/William & Mary,,718.0,lv,48.0,40.0,48.30933,42.53546,718.0
Illinois,2016-10-16,2016-10-18,Victory Research,,1200.0,lv,51.2,36.1,50.62864,37.56908,1200.0
Washington,2016-11-04,2016-11-06,Insights West,,402.0,lv,51.0,36.0,51.24173,36.16951,402.0
California,2016-11-04,2016-11-06,Insights West,,401.0,lv,58.0,35.0,58.23531,35.16666,401.0
Georgia,2016-11-02,2016-11-03,Opinion Savvy/InsiderAdvantage,C-,538.0,lv,44.7,48.5,43.8863,47.90149,538.0
Arizona,2016-11-04,2016-11-06,Insights West,,392.0,lv,45.0,47.0,45.2361,47.16701,392.0
Colorado,2016-11-01,2016-11-02,Magellan Strategies,C,500.0,lv,44.1,37.6,43.87988,37.2353,500.0
Illinois,2016-10-27,2016-10-30,Emerson College,B,500.0,lv,53.0,41.0,53.15499,39.7833,500.0
Arkansas,2016-10-18,2016-10-25,University of Arkansas,A-,585.0,lv,31.3,51.1,31.09455,52.12732,585.0
Ohio,2016-10-24,2016-10-26,Trafalgar Group,C,1150.0,lv,44.15,48.54,44.01387,47.43716,1150.0
Nevada,2016-10-28,2016-11-01,JMC Enterprises,C,600.0,lv,45.0,45.0,45.18513,45.80397,600.0
Nevada,2016-10-20,2016-10-23,Bendixen & Amandi International,,800.0,lv,48.0,41.0,47.10323,43.49369,800.0
Illinois,2016-10-26,2016-10-27,Loras College,B-,600.0,lv,45.0,34.0,45.6904,36.28584,600.0
New Mexico,2016-10-28,2016-11-01,The Times-Picayune/Lucid,,567.0,lv,39.0,31.0,39.44445,33.99644,567.0
Nevada,2016-11-04,2016-11-06,Insights West,,373.0,lv,42.0,42.0,42.23429,42.16621,373.0
Oregon,2016-10-25,2016-10-29,"Davis, Hibbitts & Midghall, Inc.",B,504.0,lv,41.0,34.0,42.88593,37.01685,504.0
Florida,2016-10-19,2016-10-19,Associated Industries of Florida,,1000.0,lv,44.0,41.0,44.38284,45.26431,1000.0
Kentucky,2016-10-25,2016-10-30,Western Kentucky University,C+,602.0,lv,37.0,54.0,36.28793,54.44925,602.0
Florida,2016-10-25,2016-10-26,Dixie Strategies,C+,698.0,lv,42.4,45.7,42.81926,45.82367,698.0
Minnesota,2016-10-20,2016-10-22,"Mason-Dixon Polling & Research, Inc.",B+,625.0,lv,47.0,39.0,45.8059,41.30911,625.0
Texas,2016-10-22,2016-10-24,Crosswind Media & Public Relations,C+,800.0,lv,38.0,45.0,37.96263,46.97692,800.0
U.S.,2016-10-11,2016-10-14,SurveyUSA,A,845.0,lv,46.0,36.0,44.9855,37.8656,845.0
Utah,2016-10-20,2016-10-27,Dan Jones & Associates,C+,823.0,lv,24.0,32.0,23.49263,33.38083,823.0
Massachusetts,2016-10-23,2016-11-02,Western New England University,A-,417.0,lv,56.0,26.0,54.54934,28.11633,417.0
West Virginia,2016-11-01,2016-11-07,SurveyMonkey,C-,472.0,lv,29.0,56.0,27.59833,55.33043,472.0
South Dakota,2016-10-19,2016-10-21,Remington,,1115.0,lv,37.0,48.0,36.94929,49.16918,1115.0
Pennsylvania,2016-10-25,2016-10-26,Emerson College,B,550.0,lv,48.0,43.0,48.12632,42.37082,550.0
South Dakota,2016-11-01,2016-11-07,SurveyMonkey,C-,459.0,lv,32.0,53.0,30.60196,52.33211,459.0
Vermont,2016-11-01,2016-11-07,SurveyMonkey,C-,454.0,lv,61.0,25.0,59.6192,24.34011,454.0
Washington,2016-10-20,2016-10-22,Elway Research,A+,502.0,lv,48.0,31.0,48.40142,34.91003,502.0
Montana,2016-11-01,2016-11-07,SurveyMonkey,C-,449.0,lv,30.0,52.0,28.60532,51.33367,449.0
Idaho,2016-10-23,2016-10-24,Rasmussen Reports/Pulse Opinion Research,C+,750.0,lv,29.0,48.0,29.59695,50.13865,750.0
Massachusetts,2016-10-24,2016-10-26,Suffolk University,B+,500.0,lv,57.0,25.0,57.19128,27.1699,500.0
New Hampshire,2016-10-17,2016-10-21,YouGov,B,772.0,lv,43.0,38.0,43.9067,41.18108,772.0
U.S.,2016-10-12,2016-10-18,Princeton Survey Research Associates International,B+,1029.0,rv,49.0,38.0,48.48471,41.70923,1029.0
Florida,2016-10-26,2016-10-27,Emerson College,B,500.0,lv,46.0,45.0,46.14374,44.19958,500.0
Maine,2016-10-24,2016-10-26,Maine People's Resource Center,C,812.0,lv,42.0,37.0,43.37541,39.14096,812.0
Hawaii,2016-11-01,2016-11-07,SurveyMonkey,C-,426.0,lv,52.0,28.0,50.61398,27.33769,426.0
North Carolina,2016-10-20,2016-10-23,Siena College,A,792.0,lv,46.0,39.0,46.30374,42.19794,792.0
Montana,2016-10-10,2016-10-12,"Mason-Dixon Polling & Research, Inc.",B+,1003.0,lv,36.0,46.0,35.17969,49.30766,1003.0
Maine CD-1,2016-10-28,2016-10-30,Emerson College,B,375.0,lv,48.8,42.5,49.01021,41.46093,375.0
Maine CD-2,2016-10-28,2016-10-30,Emerson College,B,375.0,lv,43.6,42.2,43.78944,41.0941,375.0
Rhode Island,2016-11-01,2016-11-07,SurveyMonkey,C-,415.0,lv,48.0,36.0,46.62957,35.34492,415.0
U.S.,2016-10-14,2016-10-16,Monmouth University,A+,726.0,lv,50.0,38.0,49.11955,40.53084,726.0
Pennsylvania,2016-10-07,2016-10-11,Selzer & Company,A+,806.0,lv,48.0,39.0,48.79026,41.73431,806.0
Nebraska CD-3,2016-09-25,2016-09-26,Emerson College,B,700.0,lv,20.0,65.0,18.62685,62.84461,700.0
Nebraska CD-1,2016-09-25,2016-09-26,Emerson College,B,700.0,lv,29.0,53.0,27.63954,50.77678,700.0
New Hampshire,2016-10-22,2016-10-25,Monmouth University,A+,401.0,lv,46.0,42.0,45.01475,43.7226,401.0
Alaska,2016-11-01,2016-11-07,SurveyMonkey,C-,409.0,lv,31.0,48.0,29.60705,47.33447,409.0
Michigan,2016-10-25,2016-10-26,Emerson College,B,500.0,lv,50.0,43.0,50.13998,42.451,500.0
Maine CD-2,2016-10-10,2016-10-11,Clarity Campaign Labs,B,932.0,lv,39.0,39.0,37.26624,39.54083,932.0
U.S.,2016-10-28,2016-11-01,CBS News/New York Times,A-,927.0,lv,45.0,42.0,45.23948,42.55291,927.0
Louisiana,2016-10-17,2016-10-19,"Mason-Dixon Polling & Research, Inc.",B+,625.0,lv,34.0,54.0,32.82679,56.29145,625.0
Alaska,2016-10-25,2016-10-27,Google Consumer Surveys,B,446.0,lv,38.0,39.0,43.43333,46.13872,446.0
North Carolina,2016-10-10,2016-10-15,CNN/Opinion Research Corp.,A-,788.0,lv,48.0,47.0,47.44931,47.59521,788.0
Arizona,2016-10-21,2016-10-24,Monmouth University,A+,401.0,lv,45.0,46.0,43.96341,47.57774,401.0
Florida,2016-10-27,2016-11-01,Quinnipiac University,A-,626.0,lv,46.0,45.0,46.64637,44.59952,626.0
Ohio,2016-10-10,2016-10-15,CNN/Opinion Research Corp.,A-,774.0,lv,44.0,48.0,43.47943,48.83268,774.0
Nevada,2016-10-12,2016-10-14,YouGov,B,996.0,lv,46.0,40.0,47.07633,43.22807,996.0
U.S.,2016-10-17,2016-10-20,American Research Group,C+,1006.0,lv,49.0,42.0,46.49783,41.0345,1006.0
North Carolina,2016-10-27,2016-11-01,Quinnipiac University,A-,602.0,lv,47.0,44.0,47.6274,43.55398,602.0
Delaware,2016-11-01,2016-11-07,SurveyMonkey,C-,367.0,lv,50.0,39.0,48.5915,38.32726,367.0
Idaho,2016-10-25,2016-10-27,Google Consumer Surveys,B,417.0,lv,29.0,41.0,34.42361,48.08162,417.0
Wisconsin,2016-10-27,2016-10-28,Emerson College,B,400.0,lv,48.0,42.0,48.16031,41.04472,400.0
Ohio,2016-10-10,2016-10-12,Marist College,A,724.0,lv,41.0,42.0,40.08881,45.54591,724.0
North Carolina,2016-10-20,2016-10-23,Monmouth University,A+,402.0,lv,47.0,46.0,45.9461,47.50813,402.0
Wisconsin,2016-10-13,2016-10-16,St. Norbert College,A-,664.0,lv,47.0,39.0,47.01667,42.22475,664.0
U.S.,2016-11-02,2016-11-05,ABC News/Washington Post,A+,1937.0,lv,47.0,43.0,45.28374,41.76419,1937.0
North Carolina,2016-10-17,2016-10-18,The Times-Picayune/Lucid,,924.0,lv,42.0,41.0,42.36172,45.92974,924.0
Indiana,2016-10-30,2016-11-01,Gravis Marketing,B-,399.0,rv,39.0,49.0,39.03215,48.77753,399.0
Colorado,2016-10-10,2016-10-16,Quinnipiac University,A-,685.0,lv,45.0,37.0,45.79907,39.39978,685.0
Florida,2016-10-31,2016-11-06,Ipsos,A-,888.0,lv,47.66,46.77,47.6194,46.50841,888.0
Vermont,2016-10-19,2016-10-22,Braun Research,C+,603.0,lv,50.0,22.0,49.92209,25.14035,603.0
Texas,2016-10-07,2016-10-15,University of Houston,B,1000.0,lv,38.0,41.0,38.18245,44.98571,1000.0
California,2016-11-01,2016-11-07,Google Consumer Surveys,B,1616.0,lv,47.88,26.4,53.19788,31.92546,1616.0
U.S.,2016-10-18,2016-10-23,Centre College,,569.0,lv,44.9,40.0,45.37368,42.53225,569.0
Texas,2016-10-10,2016-10-12,SurveyUSA,A,638.0,lv,43.0,47.0,42.0806,48.81007,638.0
U.S.,2016-10-12,2016-10-17,Public Religion Research Institute,,692.0,lv,51.0,36.0,48.48427,38.33123,692.0
Florida,2016-10-17,2016-10-18,The Times-Picayune/Lucid,,892.0,lv,45.0,39.0,45.37721,44.11557,892.0
Virginia,2016-10-17,2016-10-18,The Times-Picayune/Lucid,,802.0,lv,43.0,38.0,43.3713,43.04462,802.0
North Dakota,2016-11-01,2016-11-07,SurveyMonkey,C-,313.0,lv,29.0,57.0,27.6119,56.33672,313.0
District of Columbia,2016-11-01,2016-11-07,SurveyMonkey,C-,310.0,lv,85.0,7.0,83.62971,6.344993,310.0
North Carolina,2016-10-14,2016-10-17,"National Research, Inc.",B+,600.0,lv,44.0,42.0,44.67206,45.48837,600.0
Oregon,2016-10-10,2016-10-12,SurveyUSA,A,654.0,lv,48.0,38.0,47.13495,40.15344,654.0
Florida,2016-11-01,2016-11-07,Google Consumer Surveys,B,1350.0,lv,36.53,41.36,41.84401,46.88367,1350.0
Nevada,2016-10-10,2016-10-11,Clarity Campaign Labs,B,1010.0,lv,43.0,43.0,41.97417,43.95168,1010.0
New York,2016-11-01,2016-11-07,Google Consumer Surveys,B,1308.0,lv,39.83,33.29,45.14759,38.81533,1308.0
Illinois,2016-11-01,2016-11-07,Google Consumer Surveys,B,1256.0,lv,38.27,31.55,43.58353,37.07344,1256.0
Maine CD-2,2016-10-20,2016-10-25,University of New Hampshire,B+,341.0,lv,43.0,40.0,42.8101,43.57027,341.0
Oklahoma,2016-10-18,2016-10-20,SoonerPoll.com,B,530.0,lv,29.6,59.6,28.59067,61.05859,530.0
California,2016-10-31,2016-11-06,Ipsos,A-,726.0,lv,58.85,31.74,58.33806,31.00473,726.0
U.S.,2016-10-31,2016-11-04,Ipsos,A-,2244.0,lv,43.0,39.0,43.1295,38.96855,2244.0
Texas,2016-11-01,2016-11-07,Google Consumer Surveys,B,1155.0,lv,32.29,42.48,37.60049,48.00203,1155.0
Pennsylvania,2016-11-01,2016-11-07,Google Consumer Surveys,B,1177.0,lv,37.69,37.29,42.99848,42.8111,1177.0
U.S.,2016-10-22,2016-10-25,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1221.0,lv,44.0,41.0,45.13214,42.9112,1221.0
New Hampshire,2016-10-26,2016-10-28,Praecones Analytica,,408.0,lv,42.9,44.6,44.4413,43.50653,408.0
Georgia,2016-10-17,2016-10-18,The Times-Picayune/Lucid,,807.0,lv,44.0,40.0,44.35197,44.8127,807.0
Maine CD-1,2016-10-24,2016-10-26,Maine People's Resource Center,C,429.0,lv,44.9,33.4,46.28344,35.60228,429.0
Ohio,2016-11-01,2016-11-07,Google Consumer Surveys,B,1070.0,lv,35.03,38.18,40.34526,43.70425,1070.0
Maine CD-1,2016-10-20,2016-10-25,University of New Hampshire,B+,329.0,lv,54.0,34.0,53.8231,37.72686,329.0
Pennsylvania,2016-10-20,2016-10-26,Muhlenberg College,A,420.0,lv,45.0,39.0,46.28763,42.41888,420.0
New Jersey,2016-11-01,2016-11-07,Google Consumer Surveys,B,1012.0,lv,39.37,32.57,44.69051,38.09669,1012.0
Texas,2016-10-31,2016-11-06,Ipsos,A-,646.0,lv,39.3,48.75,38.5996,47.83074,646.0
South Dakota,2016-10-24,2016-10-26,Nielson Brothers Polling,C-,600.0,lv,35.0,49.0,34.92723,50.51834,600.0
Pennsylvania,2016-10-26,2016-10-28,YouGov,B,1091.0,lv,48.0,40.0,48.92141,41.20888,1091.0
U.S.,2016-10-08,2016-10-13,George Washington University (Battleground),B,1000.0,lv,47.0,39.0,47.82202,41.87494,1000.0
Nebraska CD-2,2016-10-22,2016-10-24,"North Star Opinion Research/Ayres, McHenry & Associates",B-,400.0,rv,40.0,44.0,41.36489,48.66301,400.0
Wisconsin,2016-11-01,2016-11-07,Google Consumer Surveys,B,914.0,lv,43.17,31.05,48.49226,36.5775,914.0
Georgia,2016-11-03,2016-11-03,Landmark Communications,B,1000.0,lv,46.0,48.0,45.27125,47.91875,1000.0
Louisiana,2016-10-19,2016-10-21,Southern Media & Opinion Research,B-,500.0,lv,35.0,50.0,35.38326,51.97007,500.0
Alaska,2016-10-21,2016-10-26,Craciun Research,,400.0,lv,47.0,43.0,44.7568,44.77065,400.0
Kansas,2016-11-01,2016-11-03,Fort Hays State University,C-,313.0,lv,34.0,58.0,33.48856,55.53793,313.0
California,2016-10-13,2016-10-15,SurveyUSA,A,725.0,lv,56.0,30.0,54.94803,31.84946,725.0
Ohio,2016-10-17,2016-10-19,Suffolk University,B+,500.0,lv,45.0,45.0,45.14751,47.87788,500.0
Michigan,2016-11-01,2016-11-07,Google Consumer Surveys,B,821.0,lv,35.18,34.05,40.49721,39.57515,821.0
New Jersey,2016-10-31,2016-11-06,Ipsos,A-,551.0,lv,47.78,37.86,47.77081,37.6259,551.0
North Carolina,2016-11-01,2016-11-07,Google Consumer Surveys,B,794.0,lv,35.03,40.65,40.33298,46.16855,794.0
Indiana,2016-11-01,2016-11-07,Google Consumer Surveys,B,774.0,lv,33.93,36.45,39.23854,41.97113,774.0
Ohio,2016-10-31,2016-11-06,Ipsos,A-,552.0,lv,47.04,46.0,46.1751,44.91335,552.0
New York,2016-10-31,2016-11-06,Ipsos,A-,552.0,lv,51.49,33.0,51.23229,32.51913,552.0
Virginia,2016-11-01,2016-11-07,Google Consumer Surveys,B,765.0,lv,39.32,31.71,44.6298,37.23171,765.0
Colorado,2016-10-17,2016-10-24,University of Colorado,,1004.0,a,44.0,34.0,45.03734,40.06437,1004.0
Florida,2016-10-21,2016-10-23,Florida Atlantic University,C+,500.0,lv,46.2,43.3,46.80242,44.81641,500.0
North Carolina,2016-10-14,2016-10-16,SurveyUSA,A,651.0,lv,46.0,44.0,44.88225,45.50463,651.0
Virginia,2016-10-31,2016-11-06,Ipsos,A-,534.0,lv,45.9,41.11,45.27718,40.26874,534.0
Maine CD-2,2016-10-24,2016-10-26,Maine People's Resource Center,C,382.0,lv,38.0,41.4,39.36648,43.47269,382.0
Massachusetts,2016-10-13,2016-10-16,MassINC Polling Group,A-,502.0,lv,54.0,28.0,54.46161,31.99212,502.0
Wisconsin,2016-10-15,2016-10-18,Monmouth University,A+,403.0,lv,47.0,40.0,46.06183,42.47657,403.0
Missouri,2016-11-01,2016-11-07,Google Consumer Surveys,B,717.0,lv,37.3,35.44,42.61055,40.96206,717.0
Michigan,2016-10-22,2016-10-24,EPIC-MRA,A-,600.0,lv,41.0,34.0,42.38032,37.22132,600.0
Minnesota,2016-11-01,2016-11-07,Google Consumer Surveys,B,695.0,lv,35.35,31.38,40.67345,36.90805,695.0
Pennsylvania,2016-10-07,2016-10-10,The Times-Picayune/Lucid,,1457.0,lv,47.0,38.0,47.80142,43.46781,1457.0
Louisiana,2016-10-15,2016-10-21,The Times-Picayune/Lucid,,614.0,lv,40.0,43.0,40.35312,47.82649,614.0
Arizona,2016-11-01,2016-11-07,Google Consumer Surveys,B,696.0,lv,40.95,35.97,46.26938,41.49616,696.0
Washington,2016-11-01,2016-11-07,Google Consumer Surveys,B,682.0,lv,42.67,30.43,48.00023,35.9612,682.0
Nevada,2016-10-14,2016-10-17,Monmouth University,A+,413.0,lv,47.0,40.0,46.07765,42.46923,413.0
Pennsylvania,2016-10-31,2016-11-06,Ipsos,A-,498.0,lv,48.2,45.19,47.61247,44.38482,498.0
Colorado,2016-11-01,2016-11-07,Google Consumer Surveys,B,666.0,lv,47.11,29.95,52.43579,35.47913,666.0
Michigan,2016-10-16,2016-10-19,Marketing Resource Group (MRG),C+,600.0,lv,41.0,36.0,43.17592,39.76165,600.0
Illinois,2016-10-31,2016-11-06,Ipsos,A-,482.0,lv,51.3,39.08,50.79137,38.35068,482.0
U.S.,2016-10-21,2016-10-24,NBC News/Wall Street Journal,A-,724.0,lv,43.0,34.0,42.59539,36.86657,724.0
Arkansas,2016-10-21,2016-10-21,Hendrix College,C+,463.0,lv,32.5,56.0,31.53013,56.92542,463.0
North Carolina,2016-09-29,2016-10-02,Selzer & Company,A+,805.0,lv,44.0,43.0,45.4663,45.52825,805.0
South Dakota,2016-10-18,2016-10-20,"Mason-Dixon Polling & Research, Inc.",B+,400.0,lv,37.0,44.0,35.8345,46.61557,400.0
Georgia,2016-11-01,2016-11-07,Google Consumer Surveys,B,614.0,lv,37.71,41.45,43.00603,46.96532,614.0
Minnesota,2016-10-24,2016-11-06,Ipsos,A-,647.0,lv,43.9,36.0,42.5052,34.71035,647.0
Pennsylvania,2016-10-03,2016-10-06,Marist College,A,709.0,lv,49.0,37.0,48.53248,40.38676,709.0
Ohio,2016-10-07,2016-10-10,The Times-Picayune/Lucid,,1304.0,lv,44.0,39.0,44.82884,44.60052,1304.0
New York,2016-10-13,2016-10-17,Siena College,A,611.0,lv,54.0,30.0,54.48123,34.25833,611.0
Wisconsin,2016-10-05,2016-10-07,YouGov,B,993.0,lv,43.0,39.0,44.62049,42.38129,993.0
Washington,2016-10-06,2016-10-13,YouGov,B,750.0,lv,53.0,39.0,52.28445,40.50986,750.0
Ohio,2016-10-09,2016-10-11,Baldwin Wallace University,,1152.0,lv,43.2,34.4,44.95681,39.95094,1152.0
Massachusetts,2016-11-01,2016-11-07,Google Consumer Surveys,B,562.0,lv,47.84,25.89,53.1903,31.43052,562.0
Wisconsin,2016-10-24,2016-11-06,Ipsos,A-,625.0,lv,45.92,39.99,45.20321,39.37688,625.0
Indiana,2016-10-07,2016-10-10,The Times-Picayune/Lucid,,1123.0,lv,37.0,43.0,37.80164,48.46887,1123.0
Arizona,2016-10-24,2016-11-06,Ipsos,A-,593.0,lv,42.38,47.1,41.35774,46.17779,593.0
Georgia,2016-10-31,2016-11-06,Ipsos,A-,416.0,lv,42.38,47.79,41.63813,46.83801,416.0
Virginia,2016-10-26,2016-10-30,Hampton University,B,802.0,lv,41.0,44.0,41.85627,43.91492,802.0
Louisiana,2016-10-15,2016-10-21,University of New Orleans,C,603.0,lv,35.0,49.0,35.34444,51.41364,603.0
Maryland,2016-11-01,2016-11-07,Google Consumer Surveys,B,498.0,lv,44.82,31.28,50.12914,36.80141,498.0
Washington,2016-10-24,2016-11-06,Ipsos,A-,562.0,lv,46.72,38.48,45.78051,37.65416,562.0
Oregon,2016-11-01,2016-11-07,Google Consumer Surveys,B,502.0,lv,44.95,26.36,50.27802,31.89017,502.0
Tennessee,2016-11-01,2016-11-07,Google Consumer Surveys,B,494.0,lv,34.21,44.33,39.52072,49.85214,494.0
Tennessee,2016-10-24,2016-11-06,Ipsos,A-,538.0,lv,36.33,49.76,35.88494,49.40413,538.0
Alabama,2016-11-01,2016-11-07,Google Consumer Surveys,B,485.0,lv,20.23,60.67,25.52296,66.18389,485.0
Colorado,2016-10-24,2016-11-06,Ipsos,A-,536.0,lv,47.71,42.33,46.00764,40.73571,536.0
Kentucky,2016-11-01,2016-11-07,Google Consumer Surveys,B,472.0,lv,31.9,43.89,37.21153,49.41252,472.0
U.S.,2016-11-01,2016-11-04,ABC News/Washington Post,A+,1685.0,lv,48.0,43.0,46.3462,41.81491,1685.0
Kansas,2016-10-11,2016-10-15,SurveyUSA,A,581.0,lv,36.0,47.0,35.00032,48.98245,581.0
Nevada,2016-10-11,2016-10-12,Public Opinion Strategies,B,600.0,lv,45.0,39.0,45.57601,43.6074,600.0
Wyoming,2016-11-01,2016-11-07,SurveyMonkey,C-,213.0,lv,21.0,60.0,19.60153,59.33191,213.0
North Carolina,2016-10-31,2016-11-06,Ipsos,A-,371.0,lv,46.0,46.9,45.50363,46.18931,371.0
Wisconsin,2016-10-18,2016-10-20,McLaughlin & Associates,C-,600.0,lv,48.0,43.0,47.89278,44.97577,600.0
Massachusetts,2016-10-31,2016-11-06,Ipsos,A-,365.0,lv,53.14,35.79,52.14985,34.55693,365.0
Iowa,2016-11-01,2016-11-07,Google Consumer Surveys,B,442.0,lv,35.57,33.72,40.89573,39.24911,442.0
Ohio,2016-10-05,2016-10-06,Public Policy Polling,B+,782.0,lv,44.0,43.0,44.19877,45.57564,782.0
Missouri,2016-10-28,2016-10-31,Emerson College,B,650.0,lv,37.0,52.0,37.15526,50.55143,650.0
Virginia,2016-10-12,2016-10-15,Tarrance Group,B,500.0,lv,47.0,38.0,47.07798,40.22988,500.0
South Carolina,2016-11-01,2016-11-07,Google Consumer Surveys,B,440.0,lv,31.91,45.52,37.20665,51.03561,440.0
Arizona,2016-10-10,2016-10-15,Arizona State University,C+,713.0,lv,43.4,37.8,43.58483,42.4731,713.0
Maryland,2016-10-24,2016-11-06,Ipsos,A-,472.0,lv,55.69,33.6,55.1284,33.12561,472.0
West Virginia,2016-10-12,2016-10-17,Global Strategy Group,C+,601.0,lv,31.0,58.0,29.47847,59.36137,601.0
North Carolina,2016-10-10,2016-10-12,Marist College,A,743.0,lv,45.0,41.0,44.05071,44.30527,743.0
Connecticut,2016-11-01,2016-11-07,Google Consumer Surveys,B,416.0,lv,38.62,29.29,43.94938,34.8208,416.0
Iowa,2016-10-07,2016-10-10,The Times-Picayune/Lucid,,917.0,lv,41.0,37.0,41.87115,42.80533,917.0
Oregon,2016-10-24,2016-11-06,Ipsos,A-,465.0,lv,46.72,37.04,45.59592,36.02679,465.0
Oregon,2016-10-04,2016-10-14,Riley Research Associates,B+,608.0,lv,46.0,36.0,46.56449,39.08932,608.0
Indiana,2016-10-10,2016-10-16,Ball State University,,544.0,lv,37.0,43.0,37.36759,46.25577,544.0
Alaska,2016-10-11,2016-10-13,Lake Research Partners,B+,500.0,lv,36.0,37.0,36.93134,42.37487,500.0
Michigan,2016-10-31,2016-11-06,Ipsos,A-,342.0,lv,45.95,44.53,44.80947,43.16654,342.0
Illinois,2016-10-13,2016-10-13,Illinois Public Opinion Strategies,,644.0,lv,50.0,31.5,49.80577,34.36123,644.0
Wyoming,2016-10-05,2016-10-11,University of Wyoming,,722.0,lv,20.0,58.0,21.11059,60.54965,722.0
Louisiana,2016-10-11,2016-10-15,JMC Enterprises,C,800.0,rv,38.0,45.0,39.57761,50.1102,800.0
Florida,2016-10-16,2016-10-19,Cherry Communications,C,507.0,lv,46.0,42.0,46.6787,45.03047,507.0
Nebraska CD-2,2016-09-25,2016-09-26,Emerson College,B,700.0,lv,40.0,49.0,39.26638,47.39203,700.0
Kansas,2016-11-01,2016-11-07,Google Consumer Surveys,B,355.0,lv,41.28,31.0,46.60161,36.52719,355.0
Indiana,2016-10-31,2016-11-06,Ipsos,A-,303.0,lv,37.79,53.68,36.05016,51.72248,303.0
Michigan,2016-10-10,2016-10-11,"Glengariff Group, Inc.",B,600.0,lv,42.2,30.6,44.06542,35.59827,600.0
Vermont,2016-09-29,2016-10-14,Castleton University,B+,579.0,lv,45.0,17.0,47.46349,22.53365,579.0
Missouri,2016-10-24,2016-11-06,Ipsos,A-,401.0,lv,39.73,48.01,38.63533,47.00431,401.0
Kentucky,2016-10-24,2016-11-06,Ipsos,A-,391.0,lv,37.64,58.29,37.08667,57.82688,391.0
Florida,2016-10-21,2016-10-22,YouGov,B,1042.0,lv,46.0,43.0,46.83551,45.22158,1042.0
Ohio,2016-10-26,2016-10-27,Emerson College,B,800.0,lv,45.0,45.0,45.14576,44.20945,800.0
Maryland,2016-09-27,2016-09-30,ABC News/Washington Post,A+,706.0,lv,63.0,27.0,62.70862,28.73903,706.0
Indiana,2016-10-11,2016-10-13,Monmouth University,A+,402.0,lv,41.0,45.0,40.22615,47.55655,402.0
Nevada,2016-10-26,2016-10-27,Emerson College,B,550.0,lv,44.0,42.0,44.14682,41.21458,550.0
Pennsylvania,2016-10-10,2016-10-16,Quinnipiac University,A-,660.0,lv,47.0,41.0,47.75665,43.0653,660.0
Illinois,2016-09-27,2016-10-02,Southern Illinois University,,865.0,lv,53.2,28.4,53.33209,32.60755,865.0
Louisiana,2016-11-01,2016-11-07,Google Consumer Surveys,B,320.0,lv,21.92,53.7,27.21685,59.21571,320.0
North Carolina,2016-10-10,2016-10-12,Suffolk University,B+,500.0,lv,44.8,43.4,45.19872,46.50485,500.0
Florida,2016-10-31,2016-10-31,Gravis Marketing,B-,1195.0,rv,49.0,46.0,49.04151,45.79375,1195.0
Georgia,2016-10-15,2016-10-18,Clout Research/Wenzel Strategies,C-,627.0,lv,43.1,45.8,43.84452,46.68105,627.0
Connecticut,2016-10-24,2016-11-06,Ipsos,A-,351.0,lv,49.76,39.7,48.8181,38.87069,351.0
North Carolina,2016-10-21,2016-10-22,Public Policy Polling,B+,875.0,lv,47.0,44.0,46.44016,45.40242,875.0
Pennsylvania,2016-11-01,2016-11-02,Gravis Marketing,B-,1016.0,rv,47.0,45.0,47.01476,44.51449,1016.0
Arizona,2016-11-01,2016-11-02,Data Orbital,,550.0,lv,39.0,47.0,39.78038,47.01066,550.0
Utah,2016-10-10,2016-10-12,Monmouth University,A+,403.0,lv,28.0,34.0,27.24268,36.6277,403.0
Ohio,2016-09-21,2016-10-13,University of Akron,,1004.0,lv,41.0,38.0,42.68656,42.19436,1004.0
Ohio,2016-10-10,2016-10-16,Quinnipiac University,A-,624.0,lv,45.0,45.0,45.77328,47.19641,624.0
