pollster,state,population,day,weighted_clinton,weighted_trump,samplesize_total,c-minus-t
CNN/Opinion Research Corp.,North Carolina,lv,2016-10-13,48.0,47.0,788.0,1.0
CNN/Opinion Research Corp.,North Carolina,lv,2016-10-14,48.0,47.0,788.0,1.0
CNN/Opinion Research Corp.,North Carolina,lv,2016-10-15,48.0,47.0,788.0,1.0
CNN/Opinion Research Corp.,Ohio,lv,2016-09-07,41.0,46.0,769.0,-5.0
CNN/Opinion Research Corp.,Ohio,lv,2016-09-08,41.0,46.0,769.0,-5.0
CNN/Opinion Research Corp.,Ohio,lv,2016-09-09,41.0,46.0,769.0,-5.0
CNN/Opinion Research Corp.,Ohio,lv,2016-09-10,41.0,46.0,769.0,-5.0
CNN/Opinion Research Corp.,Ohio,lv,2016-09-11,41.0,46.0,769.0,-5.0
CNN/Opinion Research Corp.,Ohio,lv,2016-09-12,41.0,46.0,769.0,-5.0
CNN/Opinion Research Corp.,Ohio,lv,2016-10-10,44.0,48.0,774.0,-4.0
CNN/Opinion Research Corp.,Ohio,lv,2016-10-11,44.0,48.0,774.0,-4.0
CNN/Opinion Research Corp.,Ohio,lv,2016-10-12,44.0,48.0,774.0,-4.0
CNN/Opinion Research Corp.,Ohio,lv,2016-10-13,44.0,48.0,774.0,-4.0
CNN/Opinion Research Corp.,Ohio,lv,2016-10-14,44.0,48.0,774.0,-4.0
CNN/Opinion Research Corp.,Ohio,lv,2016-10-15,44.0,48.0,774.0,-4.0
CNN/Opinion Research Corp.,Ohio,rv,2016-03-02,50.0,43.0,884.0,7.0
CNN/Opinion Research Corp.,Ohio,rv,2016-03-03,50.0,43.0,884.0,7.0
CNN/Opinion Research Corp.,Ohio,rv,2016-03-04,50.0,43.0,884.0,7.0
CNN/Opinion Research Corp.,Ohio,rv,2016-03-05,50.0,43.0,884.0,7.0
CNN/Opinion Research Corp.,Ohio,rv,2016-03-06,50.0,43.0,884.0,7.0
CNN/Opinion Research Corp.,Pennsylvania,lv,2016-09-20,45.0,44.0,771.0,1.0
CNN/Opinion Research Corp.,Pennsylvania,lv,2016-09-21,45.0,44.0,771.0,1.0
CNN/Opinion Research Corp.,Pennsylvania,lv,2016-09-22,45.0,44.0,771.0,1.0
CNN/Opinion Research Corp.,Pennsylvania,lv,2016-09-23,45.0,44.0,771.0,1.0
CNN/Opinion Research Corp.,Pennsylvania,lv,2016-09-24,45.0,44.0,771.0,1.0
CNN/Opinion Research Corp.,Pennsylvania,lv,2016-09-25,45.0,44.0,771.0,1.0
CNN/Opinion Research Corp.,Pennsylvania,lv,2016-10-27,48.0,44.0,799.0,4.0
CNN/Opinion Research Corp.,Pennsylvania,lv,2016-10-28,48.0,44.0,799.0,4.0
CNN/Opinion Research Corp.,Pennsylvania,lv,2016-10-29,48.0,44.0,799.0,4.0
CNN/Opinion Research Corp.,Pennsylvania,lv,2016-10-30,48.0,44.0,799.0,4.0
CNN/Opinion Research Corp.,Pennsylvania,lv,2016-10-31,48.0,44.0,799.0,4.0
CNN/Opinion Research Corp.,Pennsylvania,lv,2016-11-01,48.0,44.0,799.0,4.0
CNN/Opinion Research Corp.,U.S.,lv,2016-09-01,43.0,45.0,786.0,-2.0
CNN/Opinion Research Corp.,U.S.,lv,2016-09-02,43.0,45.0,786.0,-2.0
CNN/Opinion Research Corp.,U.S.,lv,2016-09-03,43.0,45.0,786.0,-2.0
CNN/Opinion Research Corp.,U.S.,lv,2016-09-04,43.0,45.0,786.0,-2.0
CNN/Opinion Research Corp.,U.S.,lv,2016-09-28,47.0,42.0,1213.0,5.0
CNN/Opinion Research Corp.,U.S.,lv,2016-09-29,47.0,42.0,1213.0,5.0
CNN/Opinion Research Corp.,U.S.,lv,2016-09-30,47.0,42.0,1213.0,5.0
CNN/Opinion Research Corp.,U.S.,lv,2016-10-01,47.0,42.0,1213.0,5.0
CNN/Opinion Research Corp.,U.S.,lv,2016-10-02,47.0,42.0,1213.0,5.0
CNN/Opinion Research Corp.,U.S.,lv,2016-10-20,49.0,44.0,779.0,5.0
CNN/Opinion Research Corp.,U.S.,lv,2016-10-21,49.0,44.0,779.0,5.0
CNN/Opinion Research Corp.,U.S.,lv,2016-10-22,49.0,44.0,779.0,5.0
CNN/Opinion Research Corp.,U.S.,lv,2016-10-23,49.0,44.0,779.0,5.0
CNN/Opinion Research Corp.,U.S.,rv,2015-11-27,49.0,46.0,930.0,3.0
CNN/Opinion Research Corp.,U.S.,rv,2015-11-28,49.0,46.0,930.0,3.0
CNN/Opinion Research Corp.,U.S.,rv,2015-11-29,49.0,46.0,930.0,3.0
CNN/Opinion Research Corp.,U.S.,rv,2015-11-30,49.0,46.0,930.0,3.0
CNN/Opinion Research Corp.,U.S.,rv,2015-12-01,49.0,46.0,930.0,3.0
CNN/Opinion Research Corp.,U.S.,rv,2015-12-17,49.0,47.0,927.0,2.0
CNN/Opinion Research Corp.,U.S.,rv,2015-12-18,49.0,47.0,927.0,2.0
CNN/Opinion Research Corp.,U.S.,rv,2015-12-19,49.0,47.0,927.0,2.0
CNN/Opinion Research Corp.,U.S.,rv,2015-12-20,49.0,47.0,927.0,2.0
CNN/Opinion Research Corp.,U.S.,rv,2015-12-21,49.0,47.0,927.0,2.0
CNN/Opinion Research Corp.,U.S.,rv,2016-01-21,48.0,47.0,907.0,1.0
CNN/Opinion Research Corp.,U.S.,rv,2016-01-22,48.0,47.0,907.0,1.0
CNN/Opinion Research Corp.,U.S.,rv,2016-01-23,48.0,47.0,907.0,1.0
CNN/Opinion Research Corp.,U.S.,rv,2016-01-24,48.0,47.0,907.0,1.0
CNN/Opinion Research Corp.,U.S.,rv,2016-02-24,52.0,44.0,920.0,8.0
CNN/Opinion Research Corp.,U.S.,rv,2016-02-25,52.0,44.0,920.0,8.0
CNN/Opinion Research Corp.,U.S.,rv,2016-02-26,52.0,44.0,920.0,8.0
CNN/Opinion Research Corp.,U.S.,rv,2016-02-27,52.0,44.0,920.0,8.0
CNN/Opinion Research Corp.,U.S.,rv,2016-03-17,53.0,41.0,925.0,12.0
CNN/Opinion Research Corp.,U.S.,rv,2016-03-18,53.0,41.0,925.0,12.0
CNN/Opinion Research Corp.,U.S.,rv,2016-03-19,53.0,41.0,925.0,12.0
CNN/Opinion Research Corp.,U.S.,rv,2016-03-20,53.0,41.0,925.0,12.0
CNN/Opinion Research Corp.,U.S.,rv,2016-04-28,54.0,41.0,890.0,13.0
CNN/Opinion Research Corp.,U.S.,rv,2016-04-29,54.0,41.0,890.0,13.0
CNN/Opinion Research Corp.,U.S.,rv,2016-04-30,54.0,41.0,890.0,13.0
CNN/Opinion Research Corp.,U.S.,rv,2016-05-01,54.0,41.0,890.0,13.0
CNN/Opinion Research Corp.,U.S.,rv,2016-06-16,42.0,38.0,891.0,4.0
CNN/Opinion Research Corp.,U.S.,rv,2016-06-17,42.0,38.0,891.0,4.0
CNN/Opinion Research Corp.,U.S.,rv,2016-06-18,42.0,38.0,891.0,4.0
CNN/Opinion Research Corp.,U.S.,rv,2016-06-19,42.0,38.0,891.0,4.0
CNN/Opinion Research Corp.,U.S.,rv,2016-07-13,42.0,37.0,872.0,5.0
CNN/Opinion Research Corp.,U.S.,rv,2016-07-14,42.0,37.0,872.0,5.0
CNN/Opinion Research Corp.,U.S.,rv,2016-07-15,42.0,37.0,872.0,5.0
CNN/Opinion Research Corp.,U.S.,rv,2016-07-16,42.0,37.0,872.0,5.0
CNN/Opinion Research Corp.,U.S.,rv,2016-07-22,39.0,44.0,882.0,-5.0
CNN/Opinion Research Corp.,U.S.,rv,2016-07-23,39.0,44.0,882.0,-5.0
CNN/Opinion Research Corp.,U.S.,rv,2016-07-24,39.0,44.0,882.0,-5.0
CNN/Opinion Research Corp.,U.S.,rv,2016-07-29,45.0,37.0,894.0,8.0
CNN/Opinion Research Corp.,U.S.,rv,2016-07-30,45.0,37.0,894.0,8.0
CNN/Opinion Research Corp.,U.S.,rv,2016-07-31,45.0,37.0,894.0,8.0
CVOTER International,U.S.,lv,2016-07-08,43.5,42.1,1652.0,1.3999999999999986
CVOTER International,U.S.,lv,2016-07-09,43.84615635680036,40.91317820525592,3233.0,2.9329781515444395
CVOTER International,U.S.,lv,2016-07-10,44.01596307185741,40.23462474439241,4497.0,3.7813383274650008
CVOTER International,U.S.,lv,2016-07-11,44.287262203421065,40.04338664788269,5685.0,4.243875555538374
CVOTER International,U.S.,lv,2016-07-12,44.359310530608035,40.24528736527002,6697.0,4.114023165338011
CVOTER International,U.S.,lv,2016-07-13,44.40758174024919,40.63559385560425,7602.0,3.7719878846449433
CVOTER International,U.S.,lv,2016-07-14,44.418995433637924,41.186949865036446,8497.0,3.232045568601478
CVOTER International,U.S.,lv,2016-07-15,44.5261936865988,41.79075615223727,7740.0,2.7354375343615303
CVOTER International,U.S.,lv,2016-07-16,44.48943994002445,43.01014940580996,7002.0,1.4792905342144849
CVOTER International,U.S.,lv,2016-07-17,44.45575589726053,44.47056671586942,6439.0,-0.014810818608886223
CVOTER International,U.S.,lv,2016-07-18,44.32281447521333,45.95267269724313,5984.0,-1.629858222029803
CVOTER International,U.S.,lv,2016-07-19,44.335466978958635,47.170599648839186,5904.0,-2.835132669880551
CVOTER International,U.S.,lv,2016-07-20,44.38567092638687,48.06835201215246,6022.0,-3.682681085765587
CVOTER International,U.S.,lv,2016-07-21,44.59360134050768,48.62719417121501,6216.0,-4.033592830707327
CVOTER International,U.S.,lv,2016-07-22,44.93475289382564,48.826065734908376,6313.0,-3.891312841082737
CVOTER International,U.S.,lv,2016-07-23,45.44142611975483,48.75938735290835,6462.0,-3.317961233153518
CVOTER International,U.S.,lv,2016-07-24,45.89529099394161,48.570099886639994,6809.0,-2.674808892698387
CVOTER International,U.S.,lv,2016-07-25,46.516546785904914,48.14399415224249,7065.0,-1.6274473663375773
CVOTER International,U.S.,lv,2016-07-26,47.0182682095173,47.751750102473544,7139.0,-0.7334818929562417
CVOTER International,U.S.,lv,2016-07-27,47.636669681398146,47.262128382654126,7050.0,0.3745412987440204
CVOTER International,U.S.,lv,2016-07-28,48.19347725733872,46.51946010663634,6970.0,1.674017150702383
CVOTER International,U.S.,lv,2016-07-29,48.75942780040215,45.804659897639695,7446.0,2.9547679027624554
CVOTER International,U.S.,lv,2016-07-30,49.10746747544915,45.232616347960615,7492.0,3.874851127488533
CVOTER International,U.S.,lv,2016-07-31,49.53197823508066,44.59600806949386,7480.0,4.935970165586795
CVOTER International,U.S.,lv,2016-08-01,49.54666774841035,44.348059373886024,7451.0,5.198608374524326
CVOTER International,U.S.,lv,2016-08-02,49.561552713832285,44.16626039285806,7438.0,5.395292320974228
CVOTER International,U.S.,lv,2016-08-03,49.380795672513734,44.22801616156489,7506.0,5.152779510948847
CVOTER International,U.S.,lv,2016-08-04,49.36036856146714,44.41894183929133,7574.0,4.941426722175812
CVOTER International,U.S.,lv,2016-08-05,49.32231267781871,44.60387742414984,7213.0,4.718435253668865
CVOTER International,U.S.,lv,2016-08-06,49.282270461473665,44.810558111556546,7220.0,4.471712349917119
CVOTER International,U.S.,lv,2016-08-07,49.08352790411682,45.15414681276561,7158.0,3.9293810913512104
CVOTER International,U.S.,lv,2016-08-08,49.27171851967969,45.20201300102282,7173.0,4.069705518656868
CVOTER International,U.S.,lv,2016-08-09,49.58017676596886,45.08543564398809,7215.0,4.494741121980766
CVOTER International,U.S.,lv,2016-08-10,49.970244134977975,44.85453244418948,7282.0,5.115711690788494
CVOTER International,U.S.,lv,2016-08-11,50.00661544956617,44.89839185277377,7214.0,5.108223596792399
CVOTER International,U.S.,lv,2016-08-12,49.91179932701197,45.017201426026446,7100.0,4.894597900985524
CVOTER International,U.S.,lv,2016-08-13,49.90007386267969,45.122711647533166,7151.0,4.777362215146525
CVOTER International,U.S.,lv,2016-08-14,49.762453368664374,45.42634390134337,7368.0,4.336109467321002
CVOTER International,U.S.,lv,2016-08-15,49.396109660166566,45.809465824874735,7652.0,3.586643835291831
CVOTER International,U.S.,lv,2016-08-16,49.06508212657078,46.281032969012095,7831.0,2.784049157558684
CVOTER International,U.S.,lv,2016-08-17,48.602637950120396,46.853130484162925,7958.0,1.7495074659574712
CVOTER International,U.S.,lv,2016-08-18,48.33174706347062,47.278152029885575,8136.0,1.0535950335850472
CVOTER International,U.S.,lv,2016-08-19,48.31171512233407,47.605347607169286,8326.0,0.7063675151647857
CVOTER International,U.S.,lv,2016-08-20,48.1807724528762,47.989694435195986,8441.0,0.19107801768021204
CVOTER International,U.S.,lv,2016-08-21,48.421942991244926,47.9108283957932,8407.0,0.5111145954517227
CVOTER International,U.S.,lv,2016-08-22,48.69040925513712,47.85080065035314,8293.0,0.8396086047839759
CVOTER International,U.S.,lv,2016-08-23,48.889335114289466,47.787587865290455,8252.0,1.1017472489990112
CVOTER International,U.S.,lv,2016-08-24,49.083893564187164,47.47670626423519,8218.0,1.607187299951974
CVOTER International,U.S.,lv,2016-08-25,49.175086414530725,47.12279910907502,8204.0,2.0522873054557067
CVOTER International,U.S.,lv,2016-08-26,49.178689850743105,46.70645816011201,8263.0,2.472231690631098
CVOTER International,U.S.,lv,2016-08-27,49.290041325792544,46.19945889689744,8294.0,3.090582428895104
CVOTER International,U.S.,lv,2016-08-28,49.21459309443523,46.002167296660964,8379.0,3.212425797774266
CVOTER International,U.S.,lv,2016-08-29,49.02750856828923,45.96598040651875,8471.0,3.0615281617704753
CVOTER International,U.S.,lv,2016-08-30,48.79488235385048,45.83447026314056,8518.0,2.960412090709923
CVOTER International,U.S.,lv,2016-08-31,48.4919772588284,45.99229813323113,8618.0,2.499679125597268
CVOTER International,U.S.,lv,2016-09-01,48.2485354731972,46.231245506343406,8671.0,2.017289966853795
CVOTER International,U.S.,lv,2016-09-02,47.829411898445585,46.62877661827961,8685.0,1.2006352801659759
CVOTER International,U.S.,lv,2016-09-03,47.347651411960385,47.12771453326243,8703.0,0.21993687869795764
CVOTER International,U.S.,lv,2016-09-04,46.76777264065179,47.63334099796581,8705.0,-0.865568357314018
CVOTER International,U.S.,lv,2016-09-05,46.37231667472386,47.95210140441939,8728.0,-1.5797847296955254
CVOTER International,U.S.,lv,2016-09-06,46.03577239428003,48.34957303277925,8740.0,-2.3138006384992167
CVOTER International,U.S.,lv,2016-09-07,46.064977632903044,48.45636679043937,8723.0,-2.3913891575363238
CVOTER International,U.S.,lv,2016-09-08,46.08782510376557,48.46049074002838,8762.0,-2.3726656362628162
CVOTER International,U.S.,lv,2016-09-09,46.22255503636513,48.37436461681796,8735.0,-2.151809580452827
CVOTER International,U.S.,lv,2016-09-10,46.44140779728829,48.19844954429609,8721.0,-1.757041747007797
CVOTER International,U.S.,lv,2016-09-11,46.73776963482789,47.983267522916684,8706.0,-1.2454978880887921
CVOTER International,U.S.,lv,2016-09-12,47.04682582204073,47.7045106630884,8649.0,-0.6576848410476686
CVOTER International,U.S.,lv,2016-09-13,47.43891494045226,47.372754441107645,8577.0,0.06616049934461188
CVOTER International,U.S.,lv,2016-09-14,47.58623127765915,47.26156045152131,8407.0,0.32467082613784015
CVOTER International,U.S.,lv,2016-09-15,47.923425746770135,46.96998640913515,8215.0,0.9534393376349826
CVOTER International,U.S.,lv,2016-09-16,48.21230591376384,46.74594487823235,8084.0,1.4663610355314916
CVOTER International,U.S.,lv,2016-09-17,48.35878471519126,46.647272785452316,7929.0,1.711511929738947
CVOTER International,U.S.,lv,2016-09-18,48.5270847072468,46.44546403411456,7722.0,2.0816206731322424
CVOTER International,U.S.,lv,2016-09-19,48.51299723518532,46.49443022790071,7571.0,2.0185670072846094
CVOTER International,U.S.,lv,2016-09-20,48.356820629583765,46.65956841681503,7585.0,1.6972522127687384
CVOTER International,U.S.,lv,2016-09-21,48.31646120463104,46.746302293451706,7749.0,1.570158911179334
CVOTER International,U.S.,lv,2016-09-22,48.032587361178756,47.24194613897152,7910.0,0.7906412222072348
CVOTER International,U.S.,lv,2016-09-23,47.79058104516038,47.71501176735346,8048.0,0.07556927780692035
CVOTER International,U.S.,lv,2016-09-24,47.70932257492961,48.03306913735314,8180.0,-0.32374656242352984
CVOTER International,U.S.,lv,2016-09-25,47.576210333529346,48.42386284116494,8446.0,-0.8476525076355941
CVOTER International,U.S.,lv,2016-09-26,47.445633401802,48.73189464630691,8679.0,-1.2862612445049137
CVOTER International,U.S.,lv,2016-09-27,47.42981451238522,48.84808658833202,8780.0,-1.4182720759468026
CVOTER International,U.S.,lv,2016-09-28,47.321460169932536,48.86590229275063,8815.0,-1.5444421228180971
CVOTER International,U.S.,lv,2016-09-29,47.32420439640001,48.62241329966945,8838.0,-1.2982089032694333
CVOTER International,U.S.,lv,2016-09-30,47.3810316949054,48.25224583772854,8852.0,-0.8712141428231348
CVOTER International,U.S.,lv,2016-10-01,47.37111025505122,47.933167831900136,8915.0,-0.5620575768489147
CVOTER International,U.S.,lv,2016-10-02,47.468864643934104,47.47587185804197,8952.0,-0.007007214107865423
CVOTER International,U.S.,lv,2016-10-03,47.90996730010426,46.75282465093425,9017.0,1.1571426491700123
CVOTER International,U.S.,lv,2016-10-04,48.33032000388745,46.11437159221179,9109.0,2.2159484116756616
CVOTER International,U.S.,lv,2016-10-05,48.83843937135643,45.597043784209674,9202.0,3.241395587146755
CVOTER International,U.S.,lv,2016-10-06,49.29320069026876,45.224241296519814,9347.0,4.068959393748948
CVOTER International,U.S.,lv,2016-10-07,49.655024427472675,45.02356024802286,9579.0,4.631464179449814
CVOTER International,U.S.,lv,2016-10-08,50.048505188870315,44.797230417864036,9741.0,5.25127477100628
CVOTER International,U.S.,lv,2016-10-09,50.46482677506036,44.61864737544131,9802.0,5.8461793996190465
CVOTER International,U.S.,lv,2016-10-10,50.5072875465594,44.77759172558418,9777.0,5.729695820975216
CVOTER International,U.S.,lv,2016-10-11,50.54973505071212,44.99670419100782,9736.0,5.5530308597043
CVOTER International,U.S.,lv,2016-10-12,50.409013587914814,45.2845104053417,9713.0,5.124503182573115
CVOTER International,U.S.,lv,2016-10-13,50.38340645640898,45.40623885451511,9671.0,4.977167601893868
CVOTER International,U.S.,lv,2016-10-14,50.39678193704078,45.35842428267809,9509.0,5.038357654362692
CVOTER International,U.S.,lv,2016-10-15,50.297686934894415,45.41005294168557,9391.0,4.887633993208844
CVOTER International,U.S.,lv,2016-10-16,50.05776826096373,45.661360153610175,9352.0,4.396408107353551
CVOTER International,U.S.,lv,2016-10-17,49.94735256245706,45.786548533298436,9441.0,4.160804029158626
CVOTER International,U.S.,lv,2016-10-18,49.75477515328842,45.947123078173604,9485.0,3.8076520751148166
CVOTER International,U.S.,lv,2016-10-19,49.71911448357249,45.984258579933304,9490.0,3.734855903639186
CVOTER International,U.S.,lv,2016-10-20,49.51438856346977,46.1818447605944,9493.0,3.332543802875371
CVOTER International,U.S.,lv,2016-10-21,49.2857225222891,46.5361709876608,9505.0,2.7495515346282957
CVOTER International,U.S.,lv,2016-10-22,49.19945794242847,46.77642899433611,9499.0,2.423028948092359
CVOTER International,U.S.,lv,2016-10-23,49.034029807458644,46.995657811777356,9469.0,2.0383719956812882
CVOTER International,U.S.,lv,2016-10-24,48.93987410521692,47.185283328619775,9354.0,1.7545907765971478
CVOTER International,U.S.,lv,2016-10-25,48.89926468805295,47.25551487923364,7984.0,1.6437498088193152
CVOTER International,U.S.,lv,2016-10-26,48.80362295133818,47.5286616696976,8018.0,1.2749612816405786
CVOTER International,U.S.,lv,2016-10-27,48.793551733963874,47.741430702888664,7984.0,1.0521210310752096
CVOTER International,U.S.,lv,2016-10-28,48.75266189976411,47.91855906618058,8047.0,0.834102833583529
CVOTER International,U.S.,lv,2016-10-29,48.72435951401532,48.03412444096411,8202.0,0.6902350730512055
CVOTER International,U.S.,lv,2016-10-30,48.87888187101547,47.68827290787657,8457.0,1.1906089631388994
CVOTER International,U.S.,lv,2016-10-31,48.89517150663932,47.41104572137144,8783.0,1.484125785267885
CVOTER International,U.S.,lv,2016-11-01,48.89517150663932,47.41104572137144,8783.0,1.484125785267885
CVOTER International,U.S.,lv,2016-11-02,48.911649367368454,47.27001725357637,7400.0,1.6416321137920846
CVOTER International,U.S.,lv,2016-11-03,48.94246032670391,47.04768515768769,6071.0,1.8947751690162207
CVOTER International,U.S.,lv,2016-11-04,49.07255315315987,46.60853947160329,4676.0,2.4640136815565867
CVOTER International,U.S.,lv,2016-11-05,49.078590769605405,46.02587040700842,3197.0,3.052720362596986
CVOTER International,U.S.,lv,2016-11-06,48.91,46.13,1625.0,2.779999999999994
Castleton University,Vermont,lv,2016-07-11,39.0,17.0,637.0,22.0
Castleton University,Vermont,lv,2016-07-12,39.0,17.0,637.0,22.0
Castleton University,Vermont,lv,2016-07-13,39.0,17.0,637.0,22.0
Castleton University,Vermont,lv,2016-07-14,39.0,17.0,637.0,22.0
Castleton University,Vermont,lv,2016-07-15,39.0,17.0,637.0,22.0
Castleton University,Vermont,lv,2016-07-16,39.0,17.0,637.0,22.0
Castleton University,Vermont,lv,2016-07-17,39.0,17.0,637.0,22.0
Castleton University,Vermont,lv,2016-07-18,39.0,17.0,637.0,22.0
Castleton University,Vermont,lv,2016-07-19,39.0,17.0,637.0,22.0
Castleton University,Vermont,lv,2016-07-20,39.0,17.0,637.0,22.0
Castleton University,Vermont,lv,2016-07-21,39.0,17.0,637.0,22.0
Castleton University,Vermont,lv,2016-07-22,39.0,17.0,637.0,22.0
Castleton University,Vermont,lv,2016-07-23,39.0,17.0,637.0,22.0
Castleton University,Vermont,lv,2016-09-29,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-09-30,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-01,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-02,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-03,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-04,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-05,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-06,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-07,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-08,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-09,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-10,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-11,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-12,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-13,45.0,17.0,579.0,28.0
Castleton University,Vermont,lv,2016-10-14,45.0,17.0,579.0,28.0
Centre College,U.S.,lv,2016-10-18,44.9,40.0,569.0,4.899999999999999
Centre College,U.S.,lv,2016-10-19,44.9,40.0,569.0,4.899999999999999
Centre College,U.S.,lv,2016-10-20,44.9,40.0,569.0,4.899999999999999
Centre College,U.S.,lv,2016-10-21,44.9,40.0,569.0,4.899999999999999
Centre College,U.S.,lv,2016-10-22,44.9,40.0,569.0,4.899999999999999
Centre College,U.S.,lv,2016-10-23,44.9,40.0,569.0,4.899999999999999
Cherry Communications,Florida,lv,2016-08-17,41.0,44.0,608.0,-3.0
Cherry Communications,Florida,lv,2016-08-18,41.0,44.0,608.0,-3.0
Cherry Communications,Florida,lv,2016-08-19,41.0,44.0,608.0,-3.0
Cherry Communications,Florida,lv,2016-08-20,41.0,44.0,608.0,-3.0
Cherry Communications,Florida,lv,2016-08-21,41.0,44.0,608.0,-3.0
Cherry Communications,Florida,lv,2016-08-22,41.0,44.0,608.0,-3.0
Cherry Communications,Florida,lv,2016-09-15,43.0,41.0,617.0,2.0
Cherry Communications,Florida,lv,2016-09-16,43.0,41.0,617.0,2.0
Cherry Communications,Florida,lv,2016-09-17,43.0,41.0,617.0,2.0
Cherry Communications,Florida,lv,2016-09-18,43.0,41.0,617.0,2.0
Cherry Communications,Florida,lv,2016-09-19,43.0,41.0,617.0,2.0
Cherry Communications,Florida,lv,2016-09-20,43.0,41.0,617.0,2.0
Cherry Communications,Florida,lv,2016-10-16,46.0,42.0,507.0,4.0
Cherry Communications,Florida,lv,2016-10-17,46.0,42.0,507.0,4.0
Cherry Communications,Florida,lv,2016-10-18,46.0,42.0,507.0,4.0
Cherry Communications,Florida,lv,2016-10-19,46.0,42.0,507.0,4.0
Christopher Newport University,Virginia,lv,2016-03-23,44.0,35.0,1102.0,9.0
Christopher Newport University,Virginia,lv,2016-03-24,44.0,35.0,1102.0,9.0
